LocatoinID
113725
321626
254085
178551
126831
202438
210047
126995
2093
222191
316938
222343
252066
207375
27103
208977
318849
307297
107123
206820
101924
298198
44403
204108
178087
204408
326966
1-107487_1_AL
43348
111167
24741
287430
187423
7894
352477
222888
127164
52479
111732
264875
45883
306633
353020
243353
105915
105567
58184
106774
206671
348308
27822
102144
180169
44944
8869
223347
223352
297442
102133
351194
317663
262966
202396
28143
58185
48810
323091
305605
305448
260626
2605786
43346
58186
1511636
102244
127047
243735
102255
187765
127947
260623
178556
106832
353412
353558
102669
122438
101841
2374980
353981
1123655
351197
261159
261159
255043
224032
208194
258278
318251
1-318290_1_AL
205617
208971
299429
106570
305448
4361
318416
253466
206679
4-313812_1_AL
261158
211367
241809
2408795
323903
308406
1-324505_1_AL
113487
205056
206690
233776
223627
725150
4607
260622
102246
264120
328328
347625
4651
206678
354544
308526
211242
253810
244163
264885
242431
356583
209737
211298
107060
26216
242560
214046
28580
244681
349269
56186
294021
204842
178086
2334902
204844
224758
105570
2515397
14-349727_1_AL
61620
294199
294459
294463
5671
2421828
48097
211288
623
202349
259370
350540
49785
346935
45561
125594
204848
225058
106573
210842
57918
264873
129846
260625
45090
45449
297030
213490
11222
295146
295212
1-2012157_1_AL
43080
351198
347628
355809
36300
60449
1-223985_1_AL
208981
226081
106577
102257
102136
58194
102323
208538
300597
51097
203449
202441
223670
56916
22889
45881
171705
207308
6-315040_1_AL
4-314999_1_AL
4-315078_1_AL
102324
351199
210841
106780
241912
226396
55488
230555
321398
226451
31868
186815
202192
274663
61623
103847
106566
57919
246562
1-47601_1_AL
295863
16890
2383413
102675
2070963
58497
